id,from,to,subject,body,url,url_obfuscated,label
c17054c2,ufulvzriz@students.jru.edu,support@jru.edu,Security Alert: Password Reset Needed,Magandang araw! Pakicheck ang link para sa iyong enrollment details.,https://bankupdate.biz/login/verify/update/confirm/dashboard/index,https:[slash][slash]bankupdate[dot]biz[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
e03bec44,ywusnaxf@gmail.com,admin@jru.edu,Urgent: Update Billing Information,"Dear user, we noticed unusual activity. Please verify your account at the link below to avoid suspension.",https://jru-login.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru-login[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
71ab9cf5,yihczvj@jru.edu,admin@jru.edu,Your JRU Portal Access Details,Thank you for attending today’s meeting. Please review the minutes attached.,https://google.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]google[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
b0c06fb0,mgvllii@secure-alert-info.xyz,support@jru.edu,Final Warning: Account Will Be Closed,Your account will be permanently disabled if you do not verify your information within 24 hours. Click the secure link to proceed.,https://notify-security-center.net/session/login,https:[slash][slash]notify-security-center[dot]net[slash]session[slash]login,1
d6203aba,pfrtkc@outlook.com,student@jru.edu,Weekly Academic Update,Good day! This is your official receipt for the payment received from JRU.,https://amazon.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]amazon[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
cf5068ec,tuesbujksda@google.com,admin@jru.edu,[AUTO-GENERATED NOTICE] Classroom Schedule Adjustment Notice,"Good day! This is an official message from Jose Rizal University regarding your
recent transactions and academic updates. Good day! This is an official message
from Jose Rizal University regarding your recent transactions and academic
updates. Good day! This is an official message from Jose Rizal University
regarding your recent transactions and academic updates. Good day! This is an
official message from Jose Rizal University regarding your recent transactions
and academic updates. Good day! This is an official message from Jose Rizal
University regarding your recent transactions and academic updates. Good day!
This is an official message from Jose Rizal University regarding your recent
transactions and academic updates. Good day! This is an official message from
Jose Rizal University regarding your recent transactions and academic updates.
Good day! This is an official message from Jose Rizal University regarding your
recent transactions and academic updates. Good day! This is an official message
from Jose Rizal University regarding your recent transactions and academic
updates. Good day! This is an official message from Jose Rizal University
regarding your recent transactions and academic updates. Good day! This is an
official message from Jose Rizal University regarding your recent transactions
and academic updates. Good day! This is an official message from Jose Rizal
University regarding your recent transactions and academic updates. Good day!
This is an official message from Jose Rizal University regarding your recent
transactions and academic updates. Good day! This is an official message from
Jose Rizal University regarding your recent transactions and academic updates.",https://outlook.com/verify/update/login/confirm/login?token=ade8349d4eb329070927c71a4cf161e00014d4230e6104a66508803847e7d5aa0b0936d0c27936f9,https:[slash][slash]outlook[dot]com[slash]verify[slash]update[slash]login[slash]confirm[slash]login?token=ade8349d4eb329070927c71a4cf161e00014d4230e6104a66508803847e7d5aa0b0936d0c27936f9,0
b60ed387,oedtwsxwe@yahoo.com,student@jru.edu,Meeting Schedule Confirmation,Your account has been successfully updated. No further action is required.,https://microsoft.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]microsoft[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
7a098cd4,fnsisa@students.jru.edu,faculty@jru.edu,Final Warning: Account Will Be Closed,We have detected suspicious login attempts. Confirm your identity immediately by accessing the link below.,https://secure-jru-login.com/session/update/verify/verify,https:[slash][slash]secure-jru-login[dot]com[slash]session[slash]update[slash]verify[slash]verify,1
31855812,txklor@microsoft.com,student@jru.edu,Verify your account immediately,"Our system shows an error with your billing profile. To avoid service interruption, update your payment details now.",https://billing-update-alert.net/login/verify/verify,https:[slash][slash]billing-update-alert[dot]net[slash]login[slash]verify[slash]verify,1
3d936a4e,lpkhzyztaqg@google.com,student@jru.edu,Remittance Report from Finance Office,This is to acknowledge your successful payment. Attached in the system is your electronic receipt for reference.,https://jru.edu/confirm/update/update,https:[slash][slash]jru[dot]edu[slash]confirm[slash]update[slash]update,0
acfe6400,ycrqzbpdl@yahoo.com,student@jru.edu,Welcome to Jose Rizal University,Thank you for attending today’s meeting. Please review the minutes attached.,https://amazon.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]amazon[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
f30ca937,vsbeznuoy@students.jru.edu,support@jru.edu,Your JRU Portal Access Details,Your account has been successfully updated. No further action is required.,https://amazon.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]amazon[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
c0268cd9,vobyakad@yahoo.com,faculty@jru.edu,Your mailbox storage is full,Your mailbox has exceeded the storage limit. Log in through the link below to increase your storage and avoid losing important messages.,https://billing-update-alert.net/confirm/confirm/confirm/verify,https:[slash][slash]billing-update-alert[dot]net[slash]confirm[slash]confirm[slash]confirm[slash]verify,1
2698729c,rmqlucq@outlook.com,support@jru.edu,Urgent: Update Billing Information,"Dear user, we noticed unusual activity. Please verify your account at the link below to avoid suspension.",https://account-verify.net/login/verify/update/confirm/dashboard/index,https:[slash][slash]account-verify[dot]net[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
9160aea5,ipmovjiep@yahoo.com,faculty@jru.edu,Invoice and Payment Received,Please see the attached course schedule and classroom assignment.,https://jru.edu/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru[dot]edu[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
b4ffcd71,ikxiytzdbhmy@microsoft.com,admin@jru.edu,Your JRU Portal Access Details,Please be informed that your class schedule has been updated. Kindly check the official JRU portal for the latest details.,https://microsoft.com/login/login/login/confirm,https:[slash][slash]microsoft[dot]com[slash]login[slash]login[slash]login[slash]confirm,0
634239d8,tphyyaylgy@outlook.com,admin@jru.edu,Invoice and Payment Received,We would like to remind you about your upcoming consultation and scheduled academic advising session with your program head.,https://yahoo.com/login/login/update/login,https:[slash][slash]yahoo[dot]com[slash]login[slash]login[slash]update[slash]login,0
0cad7422,hieepaqobq@students.jru.edu,faculty@jru.edu,Invoice and Payment Received,Good day! This is your official receipt for the payment received from JRU.,https://google.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]google[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
36663b52,picfxqvm@gmail.com,admin@jru.edu,Weekly Academic Update,Your account has been successfully updated. No further action is required.,https://microsoft.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]microsoft[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
638c8d02,vkvwtiso@secure-alert-info.xyz,faculty@jru.edu,Your mailbox storage is full,We have detected suspicious login attempts. Confirm your identity immediately by accessing the link below.,https://notify-security-center.net/verify/verify,https:[slash][slash]notify-security-center[dot]net[slash]verify[slash]verify,1
f3e9a212,mxgioyr@gmail.com,faculty@jru.edu,Payment Confirmation Failed,Our system flagged your account for review. Login to verify ownership.,https://account-verify.net/login/verify/update/confirm/dashboard/index,https:[slash][slash]account-verify[dot]net[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
31b7e78d,zbwffyuv@outlook.com,support@jru.edu,Weekly Academic Update,Your registration is now confirmed. You can access your portal anytime.,https://amazon.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]amazon[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
f78374a3,vtkbymvf@students.jru.edu,admin@jru.edu,Your JRU Portal Access Details,This is to acknowledge your successful payment. Attached in the system is your electronic receipt for reference.,https://jru.edu/update/session/verify/session,https:[slash][slash]jru[dot]edu[slash]update[slash]session[slash]verify[slash]session,0
c25fcaeb,wowckk@gmail.com,faculty@jru.edu,Payment Confirmation Failed,Our system flagged your account for review. Login to verify ownership.,https://support-helpdesk.co/login/verify/update/confirm/dashboard/index,https:[slash][slash]support-helpdesk[dot]co[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
bc8cc14d,bgwisysfn@outlook.com,admin@jru.edu,[AUTO-GENERATED NOTICE] Your JRU Portal Access Details,Click the link now to proceed.,https://outlook.com/session/session/login/confirm/verify?token=1ecaf635a1189c05b21ccdaa5d1de41b9a4f1b7fdf9759b9ae5e2e0016d442283150a48a1151e88e,https:[slash][slash]outlook[dot]com[slash]session[slash]session[slash]login[slash]confirm[slash]verify?token=1ecaf635a1189c05b21ccdaa5d1de41b9a4f1b7fdf9759b9ae5e2e0016d442283150a48a1151e88e,0
e7831119,xagmfyny@gmail.com,student@jru.edu,Security Alert: Password Reset Needed,Our system flagged your account for review. Login to verify ownership.,https://jru-login.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru-login[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
b55f22d6,vaesll@students.jru.edu,faculty@jru.edu,Your JRU Portal Access Details,Magandang araw! Pakicheck ang link para sa iyong enrollment details.,https://google.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]google[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
727ea756,bzluuctcw@outlook.com,faculty@jru.edu,Final Warning: Account Will Be Closed,We have detected suspicious login attempts. Confirm your identity immediately by accessing the link below.,https://support-jru-secure.com/confirm/update/confirm/update,https:[slash][slash]support-jru-secure[dot]com[slash]confirm[slash]update[slash]confirm[slash]update,1
b634831a,lkrqwpsxv@gmail.com,student@jru.edu,Final Warning: Account Will Be Closed,Your account will be permanently disabled if you do not verify your information within 24 hours. Click the secure link to proceed.,https://support-jru-secure.com/update/verify/confirm,https:[slash][slash]support-jru-secure[dot]com[slash]update[slash]verify[slash]confirm,1
e9afd26c,aflwreo@students.jru.edu,student@jru.edu,VERIFY YOUR ACCOUNT IMMEDIATELY!!!!,"We have detected suspicious login attempts. Confirm your identity immediately by
accessing the link below. We have detected suspicious login attempts. Confirm
your identity immediately by accessing the link below. We have detected
suspicious login attempts. Confirm your identity immediately by accessing the
link below. We have detected suspicious login attempts. Confirm your identity
immediately by accessing the link below. We have detected suspicious login
attempts. Confirm your identity immediately by accessing the link below. We have
detected suspicious login attempts. Confirm your identity immediately by
accessing the link below. We have detected suspicious login attempts. Confirm
your identity immediately by accessing the link below. We have detected
suspicious login attempts. Confirm your identity immediately by accessing the
link below. We have detected suspicious login attempts. Confirm your identity
immediately by accessing the link below. We have detected suspicious login
attempts. Confirm your identity immediately by accessing the link below. We have
detected suspicious login attempts. Confirm your identity immediately by
accessing the link below.",https://account-verify.net/session/verify/login/confirm/session?token=dde2c65b48e17c43b865ec920009baf072b87d5b58336d0aa8e638ab9367633d179ffd4eab4be78b,https:[slash][slash]account-verify[dot]net[slash]session[slash]verify[slash]login[slash]confirm[slash]session?token=dde2c65b48e17c43b865ec920009baf072b87d5b58336d0aa8e638ab9367633d179ffd4eab4be78b,1
